Wavenumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
403.788,1322.634272,3081.133045,3260.494738,2512.703147,2894.950507,3294.445141,2551.208701,2289.137615,2902.085176,2945.502945,2715.641514,2719.794105,2692.849911,4216.43002,2664.7983,2778.325045,2187.383889,3091.83002,2512.254891,2396.039766,764.9108182,1091.89253,930.9101315,560.616026,743.4898148,731.6297079,689.6691459,829.0689352,760.8129186,662.9912278,573.3485354,453.6142017,719.2301638,855.8330615,658.8508739,704.0814942,873.7914984,595.8677448,1007.392353,682.5933308,791.8956639,791.8956639,828.5565427,983.3836354,836.7607665,553.61265,2893.234582,1095.592494,766.9081323,1157.077259,1468.210346,713.4797126,1048.520315,681.2715655,1167.02635,1257.443871,3066.783923,824.4407668,832.7383857,1158.096152,1597.540225,1480.104453,1188.180975,1165.564128,2214.101826,927.8391077,1569.399249,738.7258163,1347.104727,1304.805655,815.6567747,2530.212435,775.0742729,2190.152476,2036.00742,1781.601842,2533.012183,2375.035394,1803.105465,2352.219714,2284.115211,4475.444989,1623.36686,1274.05339,1097.878634,9291.221371,2473.507632,2199.125233,499.6550254,2319.767036,1587.645211,1750.126307,1184.98818,1765.763776,1233.128356,1739.192221,1573.933261,1233.946368,1983.439382,1323.034758,2746.900513,1593.103568,4100.468538,6519.147408,5076.917224,3438.270534,5278.984715,4144.594462,3187.458605,8431.063736,6092.481056,4708.620573,5614.296482,6172.25877,4642.834189,3791.694651,4876.996244,784.9578456,1539.477804,1924.41332,1386.182606,1139.405578,1403.185981,1237.082872,1101.623886,1297.462293,1191.081605,1628.745627,1200.340383,1059.662527,1548.065699,1016.738121,1400.809615,2224.637347,1505.829651,1567.832948,1549.321093,2265.780148,1651.653122,1924.540216,1628.472703,1538.533059,1655.158646
408.15,1018.885592,2274.08883,2459.10298,1914.125248,2221.421414,2654.619107,1949.87323,1778.552744,2284.867222,2265.137894,2131.398399,2041.511644,2011.711415,3253.753986,1919.747466,1918.043037,1473.960428,2263.75676,1885.171631,1776.514961,640.6326558,823.874639,784.8365531,477.7336341,597.2903462,593.4968201,631.0470804,703.7716381,714.1516876,547.3894601,501.1548072,378.66121,556.1774236,773.4747672,514.2217738,549.7473377,707.3430463,552.5500908,875.9537787,528.222216,619.2254436,619.2254436,637.3641064,763.1475728,568.6971641,266.5254746,3211.871187,930.4100393,515.5355232,957.3302827,1230.559898,570.8806557,904.7753512,467.3230099,819.5464036,880.7081243,3145.895519,646.6872726,612.6808797,1038.962434,1294.988328,1449.657627,886.8046753,1072.602164,1984.214461,685.4387803,1470.538709,557.0310628,1193.861915,1116.612058,468.6557582,2270.670483,551.2466215,2040.280446,1949.868729,1684.060939,2278.127468,2044.321395,1785.292931,2189.752768,1988.944784,4185.91381,1382.135466,863.7152449,788.4717045,9752.718761,2325.688166,1945.063295,255.5207517,1854.647552,1366.504907,1550.242489,737.0686468,1376.523484,907.9674571,1490.237437,1370.126672,1091.738016,1587.689215,1235.637463,2734.820487,1434.799681,3421.701922,5750.780565,4411.860644,2789.735343,4526.283614,3638.437432,2516.742153,7063.448707,5344.072728,4215.04145,4882.20062,5398.329026,4020.340165,3246.072005,4252.879731,694.9248307,1406.3136,1730.589754,1207.380693,1046.721672,1169.480033,1083.553223,972.9406229,1084.18093,1041.261787,1407.000777,1037.183577,867.5735866,1450.812919,815.7761814,1168.956444,1904.969742,1338.073496,1374.79727,1348.449726,1952.646711,1521.490005,1762.284178,1516.751416,1401.423159,1523.985702
412.511,788.3169114,1681.294616,2189.47119,1584.457348,1808.042321,2013.163071,1413.067755,1366.29787,1616.269268,1747.502842,1739.335283,1594.399183,1511.882916,2512.677949,1498.07663,1546.13103,1189.466967,1673.393497,1423.918368,1345.320155,447.819734,627.0756151,601.4587944,415.0955534,513.4447369,459.3615497,480.8761579,508.9427072,590.7413677,453.9735569,454.3746569,300.5200478,466.7491404,754.0752568,461.6360342,455.5518756,538.1855906,476.8496107,760.8427635,432.3334655,502.803764,502.803764,524.0419112,559.7130204,501.5855609,337.1322985,3283.767789,887.7975837,484.9229133,873.9033048,1230.609448,475.466598,750.1733868,336.5564537,767.7064561,770.7723762,3262.237113,548.3157776,479.8863653,974.6987152,1136.91643,1532.6008,669.1613636,863.6301872,1741.927094,585.8984519,1383.358167,350.7773085,1062.949101,1026.048459,522.922741,2160.338528,401.5549694,1851.148414,1720.790035,1428.630034,2125.49275,1867.947394,1428.060395,2083.79582,1821.604355,4126.092627,1208.96407,718.5470983,556.0047738,9752.616142,2059.928697,1480.971355,318.9804774,1464.198067,977.0846015,1145.418669,713.3481123,1060.15319,745.9845458,1145.412651,1091.590082,936.9896635,1212.559045,1247.930167,2740.820457,1503.315792,2589.255302,4657.793717,3535.214059,2094.860148,3580.602508,2937.930399,1935.685698,5583.443669,4309.174394,3334.172323,3992.744753,4328.859276,3199.916135,2501.709355,3391.533213,520.82007,1242.24652,1435.304816,1029.653991,835.0028676,1002.364286,860.315698,755.8970149,919.0574165,821.1168719,1165.755164,831.8091854,675.1659342,1251.591488,670.5025961,993.5234374,1563.74949,1099.47204,1152.421002,1147.739013,1626.290597,1341.512101,1513.906336,1269.351376,1220.61755,1345.322133
416.867,1023.468231,1552.320401,2107.40931,1633.399447,1755.783227,1923.137035,1496.472274,1341.72299,1668.961312,1710.89779,1857.032166,1536.536721,1462.41441,2515.6219,1529.105786,1561.329022,1245.953504,1709.030226,1529.345099,1424.145349,413.031344,535.8523137,568.1575412,387.8653837,371.6755842,413.7991996,501.249729,475.4653608,576.1786473,395.0166886,390.4621263,333.2234186,450.7315035,759.3665228,466.3242344,417.9829452,488.310841,450.5403278,714.2937286,351.9447536,417.8236978,417.8236978,486.1706591,787.5754006,639.0879554,437.5671212,3558.154383,1107.245125,679.8803014,917.8263236,1291.548994,633.0905383,809.7544193,469.9688956,973.5465055,937.3166248,3416.348697,671.0282802,490.9428282,1096.434993,1299.354527,1706.993969,799.7680193,992.0081767,1927.449721,681.7181211,1596.127621,413.8775521,1266.196284,1220.324857,661.3227216,2364.276566,599.3053152,2033.816376,1916.931336,1699.869124,2402.998024,2226.323386,1421.587854,2321.528864,2035.81392,4305.82143,1131.73267,672.7189483,642.4378401,9700.913494,2117.529221,1598.299408,481.0262019,1465.808575,1118.604291,1215.064844,804.4175747,1020.01289,757.8526008,1186.477861,1085.833486,1100.291307,1345.45887,1438.542866,2887.05042,1560.991899,2223.15867,4316.936849,3172.06746,1730.944944,3245.231387,2671.683354,1605.889235,5123.908607,3916.916043,3133.273183,3614.32887,4023.699508,2896.672093,2340.366694,2993.156681,425.0611728,1215.980772,1310.959781,941.6064892,804.2220478,928.2334602,839.1163546,726.3020134,832.0731676,750.0318545,1056.197029,769.8487943,607.2511333,1223.168938,602.5225722,913.1108787,1414.732867,1027.938077,1102.458009,1096.61628,1638.223479,1298.793864,1464.360698,1330.834399,1246.990055,1312.474545
421.217,1302.689549,1666.366184,2251.807261,1767.611545,2076.894131,2064.510997,1545.306779,1515.318098,1853.153356,1964.222736,2061.839048,1654.134257,1615.07589,2799.515829,1670.574928,1675.217012,1410.820041,1793.10694,1580.511816,1617.490542,467.1108329,615.5108761,646.6848994,461.233022,472.836825,460.0001749,463.0639717,515.9022926,677.8815341,482.5644757,479.4021904,360.0334983,492.0193795,773.5782925,470.6192311,449.320099,526.9659609,522.9599895,841.4336481,412.1600974,484.8342265,484.8342265,548.7735805,779.2872505,809.9203458,418.2409412,3540.080958,1106.38266,712.2076857,979.6193361,1280.318533,693.3294748,754.7134462,534.0933342,1009.176549,943.4108671,3667.170262,715.3137785,571.191249,1175.771264,1376.342615,1753.157129,775.1146149,1011.336101,2102.102335,922.4077854,1670.037066,633.3727921,1293.723458,1223.241247,658.1666983,2485.834589,644.5766571,2103.874325,1933.682625,1724.168203,2382.543284,2294.999365,1577.025302,2485.691896,2142.553472,4538.400208,1258.041261,794.9107921,798.9809009,10078.31079,2243.649731,1679.817449,494.744924,1615.34907,1188.873973,1367.01101,725.9370314,1164.442582,917.5645933,1313.013061,1193.896883,1120.772944,1286.948684,1423.965558,2941.380366,1612.217997,2727.452017,4797.889945,3682.920833,2037.619721,3662.270238,3021.946286,1900.002755,5987.273501,4498.007658,3604.424016,4109.152956,4513.069706,3282.568025,2640.584012,3459.040123,486.2186566,1325.398433,1422.204051,1066.917288,880.7174411,1022.766501,901.3896132,821.4480776,957.0214419,899.6024008,1203.752805,904.4240432,709.407758,1354.70488,685.5905779,1051.532256,1641.817317,1173.062987,1265.769146,1255.609552,1823.312983,1438.923277,1671.390011,1440.354681,1357.950196,1460.95517
425.563,1537.290867,2365.671965,2761.224943,2361.953641,2596.175033,2642.744957,2137.191265,2019.213188,2505.165396,2648.69768,2513.705928,2367.021791,2222.507349,3723.869724,2247.74405,2306.015,1722.396576,2387.663629,2221.778514,2047.515732,557.0695927,775.9589727,732.3506486,544.4724881,616.6575952,592.2179649,637.0473553,632.0730681,745.5706,535.4096631,532.6049379,410.211958,579.2177261,787.572754,562.0020581,486.0201882,722.371118,561.5574087,866.7212519,483.8858919,591.6511823,591.6511823,621.4001389,852.9980191,882.8527295,552.6767572,3572.207501,1216.940185,830.8250637,1162.152339,1536.618057,678.9294052,1040.071464,669.3657676,1184.736583,1097.965099,3667.441796,924.3392699,706.2716037,1317.617525,1591.99069,1788.660273,829.081115,1182.24392,2422.314929,1016.157442,1788.626495,716.1620264,1537.850621,1450.997626,810.4166686,2802.792589,739.3479929,2414.942253,2265.253895,1836.607266,2629.228521,2512.845322,1860.822733,2760.324904,2458.323003,5083.128942,1570.709837,1183.892626,977.4539532,10717.30799,2486.120218,2098.315471,505.2666423,2034.959547,1484.303641,1646.73716,883.8764789,1498.912259,1239.608487,1578.608246,1515.340265,1285.724569,1707.668482,1420.118238,3179.620285,1835.46408,3537.85533,6182.292985,4429.474162,2617.284471,4692.199043,3662.889182,2578.936249,7735.488323,5667.22922,4315.194808,5154.396994,5557.749851,4174.613918,3293.551299,4383.203523,632.2626738,1553.549335,1755.966103,1293.84639,1051.206841,1192.820063,1109.996529,994.9585716,1177.528412,1086.227626,1474.179072,1107.451433,916.5341355,1595.531521,880.8845357,1291.99412,1998.696157,1414.668411,1490.128165,1523.21727,2242.9266,1721.483808,1953.306782,1668.876276,1569.288965,1680.109132
429.907,1551.422183,2917.367742,2953.872233,2635.705734,3010.535931,3114.668912,2435.005721,2210.008251,2901.607434,2837.22262,2801.592805,2648.239323,2429.858777,4398.95357,2473.833142,2441.012985,1939.943109,2824.920284,2395.595183,2387.62092,691.1468763,1013.872533,887.7520733,639.499934,747.95084,723.5357306,768.0922139,758.30556,835.1788751,655.7378269,591.8056646,466.757901,695.088548,870.2768792,684.9278618,604.4532535,868.7087451,618.1908058,992.0109877,622.5721635,716.9701111,716.9701111,707.0461694,962.2386677,960.1831031,614.897567,3854.693997,1357.797695,1092.862432,1317.535326,1574.277562,834.0803264,1160.344468,660.2841931,1410.586602,1353.429316,4024.003281,1006.458751,810.5228622,1463.123769,1841.248744,2012.733395,1030.467476,1568.961581,2794.327493,1200.037088,1971.865902,948.7812522,1666.387765,1634.153987,898.6346295,3189.310553,932.2863196,2501.900151,2652.155135,2203.286304,2973.313723,2899.021247,2322.39014,3031.097879,2716.512502,5538.887612,2044.238393,1530.724446,1360.596993,11430.70504,2845.230671,2684.623466,658.5253546,2566.189996,1773.223289,2070.093288,1081.097913,1904.661916,1486.668235,2070.613409,1845.743628,1362.936178,2109.268257,1739.180897,3286.730162,1773.250139,4366.358593,7269.975942,5188.497427,3396.28918,5688.087783,4438.962026,3242.279706,9508.333042,6655.700705,5157.34554,6183.24096,6701.279917,5033.189752,3973.908539,5241.596861,803.3876634,1790.460179,2157.253085,1537.18044,1293.600824,1550.248577,1366.738401,1232.849026,1414.845336,1315.087807,1757.17028,1365.978779,1136.280476,1859.503103,1101.253458,1500.000932,2483.779916,1645.523778,1778.872126,1811.73493,2630.085132,1954.629275,2308.268478,1934.272808,1781.247674,1898.043028
434.245,1429.583496,3204.683515,2938.598981,2635.207823,2983.846825,3401.122863,2558.050136,2390.893276,3013.349467,3061.067556,2914.739676,2757.096849,2604.620164,4713.187347,2566.572192,2571.520966,2134.389639,2900.23689,2453.281811,2328.296104,707.8602336,1136.833654,956.4647669,591.0905576,775.0493193,745.7336947,827.3433703,805.2766723,790.845495,635.2873232,591.129601,459.5771017,644.6177281,850.2748091,672.1080096,616.337138,924.7240391,577.8753327,1002.332118,679.7637661,789.0813228,789.0813228,771.7395818,939.204149,1108.881462,758.0583681,3849.610425,1490.295184,1232.289787,1311.088292,1736.33704,868.3052345,1259.279453,857.7196078,1470.256602,1537.823513,4026.504698,969.128217,914.6749878,1612.13999,1865.826769,2051.106484,1059.884648,1615.849022,2930.790014,1109.706717,2142.415277,991.8404662,1674.424883,1758.390323,866.5425769,3382.618468,934.6136334,2840.228005,2699.346335,2325.395307,2952.878874,3131.507126,2539.547511,3131.730806,2877.631959,5583.576191,2364.50692,1919.566246,1589.110016,12131.8019,3135.821075,3059.201421,676.1840585,2932.450405,2191.292909,2368.999385,995.4713287,2235.541544,1757.337781,2354.968542,2175.536963,1511.027764,2485.517998,1810.843529,3307.54998,1944.716166,4988.611789,8147.968783,5889.180605,3953.983835,6245.216433,4925.054797,3650.513113,10561.67762,7441.902083,5569.086188,6900.934829,7498.489876,5459.095506,4437.105714,5824.700116,845.0641952,1956.033455,2326.852064,1666.792275,1452.007633,1657.059446,1505.613702,1334.899006,1562.014846,1440.443187,1983.073678,1484.1278,1252.112195,2033.362092,1212.653962,1661.311945,2755.276484,1775.274559,1910.524421,1930.784413,2833.125287,2088.415381,2505.359921,2008.633258,1896.422072,2071.638306
438.581,1190.604807,3264.319281,2753.065007,2459.869907,2880.727712,3369.816806,2446.574498,2246.408252,2924.941493,2895.512485,2797.626542,2760.094371,2592.601494,4679.961032,2444.551186,2611.128941,1905.596164,2869.613434,2243.868386,2210.061283,687.2595132,1091.985929,911.6746041,493.8731453,764.4505714,727.1569642,761.6475174,756.2267116,726.2206451,573.4611883,522.2245832,384.8093168,608.7167879,760.05764,602.1012992,554.7877577,894.0176818,530.7807291,935.3476874,586.9790072,711.3831099,711.3831099,692.1896876,977.7314061,940.6078024,754.8691573,4022.126762,1414.022643,1205.577124,1363.24123,1713.566479,975.1971251,1333.024414,620.2570077,1464.576573,1425.747681,4188.176022,1023.257663,840.2169353,1559.55618,1760.464755,2131.839528,1062.333567,1518.706165,2786.922477,1164.856323,2145.414608,996.5396639,1681.941965,1750.316624,956.370506,3133.086315,961.3909297,2709.6458,2653.96748,2361.524262,3067.273959,2928.722943,2656.454836,3116.883668,2841.531355,5509.524645,2547.525407,2046.39802,1645.613015,12223.49847,3251.711415,2846.759323,706.7777506,2974.000763,2335.492493,2372.785441,971.4527199,2272.191134,1982.877052,2512.863635,2146.72026,1465.099318,2493.747695,1829.946123,3264.169719,1910.202149,4985.214894,8088.061469,5824.763665,3873.058416,6220.684961,4803.847471,3671.256452,10478.922,7440.463318,5636.916724,6945.218565,7456.13969,5515.631153,4416.772802,5897.673257,861.7761413,1934.715197,2357.683563,1728.926298,1480.632694,1716.562955,1518.97341,1417.214277,1556.516117,1426.654197,1997.913563,1490.794609,1269.030346,1975.280779,1241.306449,1625.32733,2779.556114,1813.969105,1909.357415,1919.492957,2882.393439,2087.460148,2497.751401,2046.229591,1891.070092,2074.855759
